MSW05_Binomial,5-1_AdultBodyMass_g,9-1_GestationLen_d,14-1_InterbirthInterval_d,15-1_LitterSize,17-1_MaxLongevity_m,23-1_SexualMaturityAge_d,24-1_TeatNumber,25-1_WeaningAge_d,6-1_DietBreadth,6-2_TrophicLevel,1-1_ActivityCycle,26-1_GR_Area_km2,21-1_PopulationDensity_n/km2
Pteropus tonganus,561.51,167.29,-999.0,1.0,-999.0,-999.0,-999,143.2,1.0,1,2.0,56956.39,-999.0
Pteropus tuberculatus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,182.24,-999.0
Pteropus ualanus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,103.24,-999.0
Pteropus vampyrus,1027.54,-999.0,-999.0,0.99,-999.0,-999.0,-999,104.69,2.0,1,-999.0,2034681.18,-999.0
Pteropus vetulus,151.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,16470.95,-999.0
Pteropus voeltzkowi,542.4,152.08,-999.0,1.0,-999.0,-999.0,-999,143.2,-999.0,-999,-999.0,914.27,-999.0
Pteropus woodfordi,122.67,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,13791.81,-999.0
Pteropus yapensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,98.55,-999.0
Ptilocercus lowii,42.5,-999.0,-999.0,-999.0,32.4,-999.0,-999,-999.0,3.0,2,1.0,593574.87,-999.0
Pudu mephistophiles,9599.96,-999.0,-999.0,1.0,120.0,-999.0,-999,-999.0,-999.0,-999,-999.0,244304.21,-999.0
Pudu puda,9642.62,210.0,-999.0,1.22,150.0,229.14,-999,54.75,4.0,1,2.0,223036.92,-999.0
Puma concolor,53954.05,92.3,577.91,2.76,240.0,1034.61,-999,48.46,1.0,3,2.0,22350859.07,0.02
Puma yagouaroundi,6875.0,75.01,182.5,2.5,127.83,1052.28,-999,-999.0,3.0,2,2.0,15093388.56,0.58
Punomys kofordi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Punomys lemminus,84.8,-999.0,-999.0,1.94,-999.0,-999.0,-999,-999.0,-999.0,-999,3.0,14988.79,-999.0
Pusa caspica,62326.2,334.58,365.0,1.0,600.0,2199.16,-999,31.32,2.0,3,-999.0,-999.0,1.47
Pusa hispida,70963.6,270.0,365.0,1.0,552.0,2251.64,-999,45.23,6.0,2,2.0,-999.0,0.95
Rusa unicolor,177522.9,246.0,-999.0,1.0,317.04,620.76,-999,-999.0,3.0,1,2.0,7050571.04,4.89
Rhizomys sumatrensis,2500.0,21.99,-999.0,4.0,-999.0,-999.0,-999,69.25,-999.0,-999,-999.0,1503754.2,-999.0
Rhizoplagiodontia lemkei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhipidomys macconnelli,41.59,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,191016.91,-999.0
Rhipidomys macrurus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhipidomys mastacalis,100.0,-999.0,-999.0,3.8,-999.0,92.8,-999,-999.0,4.0,2,1.0,-999.0,101.19
Rhipidomys modicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhipidomys nitela,89.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,1487334.96,-999.0
Pusa sibirica,89499.99,277.63,365.0,1.0,672.0,2276.14,-999,66.11,1.0,3,2.0,-999.0,1.58
Pygathrix cinerea,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,14272.32,-999.0
Pygathrix nemaeus,9411.1,182.88,430.7,1.01,300.0,-999.0,-999,-999.0,2.0,1,3.0,150210.65,-999.0
Pygathrix nigripes,10333.32,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,2.0,1,-999.0,129519.56,-999.0
Pygeretmus platyurus,-999.0,-999.0,-999.0,5.17,-999.0,-999.0,-999,-999.0,4.0,2,1.0,955522.79,-999.0
Pygeretmus pumilio,52.24,27.5,-999.0,3.35,-999.0,-999.0,-999,-999.0,2.0,1,1.0,3381878.34,-999.0
Pygeretmus shitkovi,-999.0,-999.0,-999.0,5.49,-999.0,-999.0,-999,-999.0,4.0,2,1.0,194200.47,-999.0
Pygoderma bilabiatum,18.5,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,2.0,1,-999.0,3070130.45,-999.0
Quemisia gravis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhipidomys wetzeli,89.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,205046.83,-999.0
Rhizomys pruinosus,2450.0,-999.0,-999.0,3.0,-999.0,-999.0,-999,120.75,-999.0,-999,-999.0,1160203.0,-999.0
Rhizomys sinensis,-999.0,-999.0,-999.0,3.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,584284.14,-999.0
Rousettus bidens,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,9406.49,-999.0
Rousettus celebensis,63.07,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,173659.28,-999.0
Rousettus lanosus,104.78,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,846954.61,-999.0
Rousettus leschenaultii,84.88,121.66,-999.0,1.01,-999.0,322.24,-999,52.34,3.0,2,-999.0,5152928.23,-999.0
Rousettus linduensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rousettus madagascariensis,65.72,126.88,-999.0,1.22,-999.0,-999.0,-999,-999.0,2.0,1,2.0,243394.84,-999.0
Rousettus obliviosus,45.32,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1677.4,-999.0
Rousettus spinalatus,92.32,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,38709.46,-999.0
Rubrisciurus rubriventer,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,134381.82,-999.0
Rucervus duvaucelii,171223.86,245.0,-999.0,1.0,-999.0,827.69,-999,-999.0,2.0,1,2.0,255737.11,11.24
Rucervus eldii,95471.61,240.19,382.7,1.01,232.8,531.64,-999,220.26,3.0,1,-999.0,119941.73,-999.0
Rucervus schomburgki,107626.42,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rupicapra pyrenaica,29999.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,13561.93,-999.0
Rupicapra rupicapra,33266.35,178.32,365.0,1.0,264.0,642.64,4,76.04,2.0,1,-999.0,742756.93,-999.0
Rusa alfredi,46475.04,243.33,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,24504.78,-999.0
Rusa marianna,49457.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,220497.9,-999.0
Rusa timorensis,66375.5,250.29,366.0,1.0,-999.0,666.44,-999,227.47,2.0,1,1.0,132249.02,-999.0
Rhipidomys ochrogaster,89.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,1231828.6,-999.0
Rhipidomys venezuelae,89.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,218910.02,-999.0
Rhipidomys venustus,89.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,26254.03,-999.0
Rhogeessa aeneus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,124919.96,-999.0
Rhogeessa alleni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,263308.67,-999.0
Rhogeessa genowaysi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,9923.22,-999.0
Rhogeessa gracilis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,270246.59,-999.0
Rhogeessa hussoni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,189232.4,-999.0
Ruwenzorisorex suncoides,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,8823.5,-999.0
Saccolaimus flaviventris,45.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,5655577.55,-999.0
Saccolaimus mixtus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,43137.49,-999.0
Saccolaimus peli,53.35,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,3800009.52,-999.0
Saccolaimus saccolaimus,43.0,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,4032279.02,-999.0
Saccopteryx antioquensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,12746.59,-999.0
Saccopteryx bilineata,8.08,-999.0,-999.0,0.99,-999.0,-999.0,-999,59.99,1.0,3,1.0,12018838.16,-999.0
Saccopteryx canescens,3.41,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,5307719.51,-999.0
Saccopteryx gymnura,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,170607.0,-999.0
Saccopteryx leptura,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,10599499.36,-999.0
Saccostomus campestris,50.33,20.84,51.8,6.75,33.6,50.56,-999,28.97,3.0,2,-999.0,4378642.71,22.06
Saccostomus mearnsi,64.91,-999.0,-999.0,5.75,-999.0,-999.0,-999,-999.0,3.0,2,-999.0,497929.52,3611.61
Saguinus bicolor,465.0,158.16,-999.0,2.0,-999.0,-999.0,-999,-999.0,4.0,2,3.0,65246.44,-999.0
Saguinus fuscicollis,393.99,148.0,293.5,1.83,294.0,406.61,-999,90.1,5.0,2,3.0,1978748.26,19.49
Rangifer tarandus,109088.5,222.5,365.0,2.0,242.4,758.71,-999,136.87,3.0,1,-999.0,18376464.07,2.55
Raphicerus campestris,11661.53,210.0,219.0,0.98,168.0,233.81,4,49.89,5.0,1,3.0,4930075.62,1.27
Raphicerus melanotis,10503.14,-999.0,-999.0,-999.0,168.0,-999.0,4,-999.0,2.0,1,1.0,243785.08,10.5
Raphicerus sharpei,9396.9,212.91,-999.0,1.0,168.0,-999.0,4,-999.0,3.0,1,1.0,2548307.11,0.51
Rattus adustus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,402.7,-999.0
Rattus andamanensis,-999.0,-999.0,-999.0,10.0,-999.0,-999.0,-999,-999.0,4.0,2,1.0,354404.7,-999.0
Rattus annandalei,197.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,61557.6,-999.0
Rattus arfakiensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus argentiventer,165.37,21.4,22.5,9.85,-999.0,54.42,-999,-999.0,5.0,2,-999.0,195050.18,-999.0
Rattus arrogans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus baluensis,107.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,4.0,2,-999.0,158.06,-999.0
Rattus blangorum,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus bontanus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,96.13,-999.0
Rattus burrus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1257.84,-999.0
Rattus colletti,146.48,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,79228.17,-999.0
Rattus elaphinus,131.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2894.95,-999.0
Rattus enganus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,402.7,-999.0
Rattus everetti,253.53,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,5.0,2,2.0,239437.44,153.38
Rattus exulans,50.63,21.34,74.0,3.7,-999.0,57.41,-999,28.0,4.0,2,-999.0,1877248.56,7154.76
Rattus feliceus,306.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,50.4,-999.0
Rattus fuscipes,124.58,22.95,-999.0,4.58,41.0,59.31,10,25.38,3.0,2,1.0,451237.89,1069.81
Rattus giluwensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8,-999.0,2.0,1,-999.0,2997.83,-999.0
Rattus hainaldi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,49.95,-999.0
Rattus hoffmanni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,170563.18,-999.0
Rattus hoogerwerfi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,256.04,-999.0
Rattus jobiensis,380.0,-999.0,-999.0,-999.0,-999.0,-999.0,7,-999.0,-999.0,-999,-999.0,4824.46,-999.0
Rattus koopmani,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2364.95,-999.0
Rattus korinchi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,7261.35,-999.0
Rattus leucopus,200.89,-999.0,-999.0,3.45,-999.0,102.07,6,-999.0,4.0,2,1.0,362571.26,-999.0
Rattus losea,104.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,367079.25,-999.0
Rattus lugens,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,6044.85,-999.0
Rattus lutreolus,106.0,24.81,-999.0,4.45,29.0,56.96,10,25.0,4.0,2,2.0,336333.3,566.83
Rattus macleari,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus marmosurus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,106195.3,-999.0
Rattus mindorensis,-999.0,-999.0,-999.0,6.4,-999.0,-999.0,-999,-999.0,4.0,2,-999.0,9912.75,-999.0
Rattus mollicomulus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,160.31,-999.0
Rattus montanus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,291.53,-999.0
Rattus mordax,230.0,-999.0,-999.0,2.47,-999.0,-999.0,8,-999.0,2.0,1,-999.0,97464.01,-999.0
Rattus morotaiensis,148.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2299.31,-999.0
Rattus nativitatis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus niobe,45.07,-999.0,-999.0,2.15,-999.0,-999.0,6,-999.0,3.0,2,-999.0,-999.0,-999.0
Rattus nitidus,100.02,-999.0,-999.0,3.09,-999.0,-999.0,8,-999.0,-999.0,-999,-999.0,1192450.82,-999.0
Rattus norvegicus,282.89,21.74,-999.0,8.99,-999.0,55.23,-999,25.37,1.0,1,-999.0,-999.0,-999.0
Rattus novaeguineae,133.0,-999.0,-999.0,5.37,-999.0,-999.0,8,-999.0,-999.0,-999,-999.0,29467.48,-999.0
Rattus omichlodes,70.02,-999.0,-999.0,-999.0,-999.0,-999.0,6,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus osgoodi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,230.85,-999.0
Rattus palmarum,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,126.12,-999.0
Rattus pelurus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2364.95,-999.0
Rattus pococki,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus praetor,194.43,-999.0,-999.0,4.37,-999.0,-999.0,8,-999.0,-999.0,-999,-999.0,288915.89,-999.0
Rattus pyctoris,-999.0,-999.0,-999.0,4.23,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1801008.06,-999.0
Rattus ranjiniae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3656.99,-999.0
Rattus rattus,142.68,23.45,31.25,5.88,50.4,115.29,-999,28.0,5.0,2,-999.0,-999.0,2640.54
Rattus richardsoni,64.29,-999.0,-999.0,2.15,-999.0,-999.0,-999,-999.0,3.0,2,-999.0,4489.98,-999.0
Rattus salocco,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus sanila,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus satarae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus simalurensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1843.55,-999.0
Rattus sordidus,157.5,21.89,28.5,5.99,-999.0,51.28,12,-999.0,-999.0,-999,-999.0,467956.71,-999.0
Rattus steini,151.17,-999.0,-999.0,3.65,-999.0,-999.0,7,-999.0,4.0,2,-999.0,238700.38,-999.0
Rattus stoicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2371.86,-999.0
Rattus tanezumi,140.84,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rattus tawitawiensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,4.0,2,-999.0,625.54,-999.0
Rattus timorensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,383.83,-999.0
Rattus tiomanicus,119.29,21.99,-999.0,3.87,-999.0,-999.0,-999,-999.0,4.0,2,-999.0,1516498.44,4912.07
Rattus tunneyi,169.29,22.29,-999.0,5.34,-999.0,158.16,10,-999.0,-999.0,-999,-999.0,689460.95,-999.0
Rattus vandeuseni,67.24,-999.0,-999.0,2.15,-999.0,-999.0,4,-999.0,3.0,2,-999.0,170.49,-999.0
Rattus verecundus,97.02,23.72,-999.0,2.15,-999.0,-999.0,6,19.5,3.0,2,3.0,246219.16,-999.0
Rattus villosissimus,221.76,-999.0,-999.0,-999.0,-999.0,-999.0,12,-999.0,-999.0,-999,-999.0,1853722.51,2967.34
Rattus xanthurus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,33179.44,-999.0
Ratufa affinis,1155.82,-999.0,-999.0,-999.0,-999.0,-999.0,6,-999.0,4.0,2,-999.0,1344098.02,23.03
Ratufa bicolor,1609.08,31.5,149.0,1.5,121.0,-999.0,-999,68.2,4.0,2,-999.0,2430223.67,9.74
Ratufa indica,1060.0,83.64,-999.0,-999.0,-999.0,-999.0,-999,-999.0,4.0,2,-999.0,388205.93,-999.0
Ratufa macroura,1326.24,28.0,-999.0,3.49,-999.0,742.46,-999,62.99,4.0,2,-999.0,117108.35,-999.0
Redunca arundinum,58059.24,220.52,273.75,0.98,201.0,-999.0,4,-999.0,2.0,1,2.0,5149998.73,0.65
Redunca fulvorufula,29352.66,222.99,352.83,-999.0,147.96,326.81,4,82.12,1.0,1,2.0,1134766.5,7.77
Redunca redunca,43288.95,228.12,-999.0,1.0,216.0,-999.0,4,-999.0,1.0,1,2.0,6462304.59,1.03
Reithrodon auritus,79.73,-999.0,-999.0,3.4,66.0,68.97,8,-999.0,2.0,1,2.0,1534977.74,61.11
Reithrodon typicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Reithrodontomys brevirostris,12.9,-999.0,-999.0,3.4,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,20739.72,-999.0
Reithrodontomys burti,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,90816.12,-999.0
Reithrodontomys chrysopsis,19.0,-999.0,-999.0,3.4,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,53949.66,380.91
Reithrodontomys creper,22.8,-999.0,-999.0,2.21,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,21120.56,-999.0
Reithrodontomys darienensis,12.99,-999.0,-999.0,3.88,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,48257.72,-999.0
Reithrodontomys fulvescens,11.55,-999.0,-999.0,3.76,-999.0,-999.0,6,14.44,3.0,2,1.0,2462274.78,639.1
Reithrodontomys gracilis,12.47,-999.0,-999.0,3.11,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,326863.25,-999.0
Reithrodontomys hirsutus,20.0,-999.0,-999.0,3.88,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,8359.01,-999.0
Reithrodontomys humulis,8.25,21.26,34.05,2.99,26.89,44.65,-999,20.92,3.0,2,1.0,1299569.88,326.97
Reithrodontomys megalotis,10.72,23.5,27.6,4.18,18.0,87.5,6,20.0,-999.0,-999,1.0,5125874.07,1152.39
Reithrodontomys mexicanus,15.71,-999.0,-999.0,2.91,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,603566.32,-999.0
Reithrodontomys microdon,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,138081.97,-999.0
Reithrodontomys montanus,10.9,21.0,-999.0,3.94,-999.0,61.87,6,14.0,3.0,2,1.0,1850597.56,300.58
Reithrodontomys paradoxus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,10040.15,-999.0
Reithrodontomys raviventris,10.95,22.5,-999.0,3.88,31.0,-999.0,-999,-999.0,2.0,1,1.0,32.04,-999.0
Reithrodontomys rodriguezi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,3516.68,-999.0
Reithrodontomys spectabilis,20.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,490.76,-999.0
Reithrodontomys sumichrasti,19.0,-999.0,-999.0,3.49,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,408113.58,-999.0
Reithrodontomys tenuirostris,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,21302.1,-999.0
Reithrodontomys zacatecae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,212008.52,-999.0
Rhabdomys dilectus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhabdomys pumilio,40.73,25.44,29.07,5.28,34.8,61.87,-999,14.0,3.0,2,3.0,-999.0,1827.85
Rhagamys orthodon,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhagomys longilingua,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Rhagomys rufescens,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,32243.17,-999.0
Rheithrosciurus macrotis,1353.27,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,580501.1,-999.0
Rheomys mexicanus,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,2.0,3,-999.0,14942.63,-999.0
Rheomys raptor,38.0,-999.0,-999.0,0.97,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1835.2,-999.0
Rheomys thomasi,40.0,-999.0,-999.0,0.97,-999.0,-999.0,-999,-999.0,2.0,3,-999.0,25340.02,-999.0
Rheomys underwoodi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,11619.42,-999.0
Rhinoceros sondaicus,1750000.0,486.66,-999.0,1.0,480.0,-999.0,-999,509.21,2.0,1,-999.0,50679.79,0.1
Rhinoceros unicornis,1843655.8,478.99,909.45,1.41,588.0,2069.22,-999,339.47,3.0,1,2.0,24776.82,3.33
Rhinolophus acuminatus,12.1,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,486496.76,-999.0
Rhinolophus adami,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1569.81,-999.0
Rhinolophus affinis,13.7,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,5563218.26,-999.0
Rhinolophus alcyone,18.62,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2901061.64,-999.0
Rhinolophus arcuatus,8.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,326282.65,-999.0
Rhinolophus beddomei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,285940.98,-999.0
Rhinolophus blasii,10.29,91.24,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,2904720.18,-999.0
Rhinolophus bocharicus,15.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,149108.19,-999.0
Rhinolophus borneensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,988154.55,-999.0
Rhinolophus canuti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,54571.58,-999.0
Rhinolophus capensis,12.87,107.97,-999.0,0.99,-999.0,396.23,-999,60.41,-999.0,-999,-999.0,213936.79,-999.0
Rhinolophus celebensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,304227.1,-999.0
Rhinolophus clivosus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,15704451.72,-999.0
Rhinolophus coelophyllus,7.07,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,833679.42,-999.0
